1,角
2,亢
3,氐
4,房
5,心
6,尾
7,箕
8,斗
9,牛
10,女
11,虛
12,危
13,室
14,壁
15,奎
16,婁
17,胃
18,昂
19,畢
20,觜
21,參
22,井
23,鬼
24,柳
25,星
26,張
27,翼
28,軫
