lngDateSN,strYearT1,strYearT2,strMonthT1,strMonthT2,strDayT1,strDayT2,strHourT,strDayFive,strDayTwelve,strDayNine,strDayTwentyEight,strHourTwentyEight,strDayEight
20210131,庚,子,己,丑,己,卯,甲戌,土,滿,7赤,昂,參,兌
20210201,庚,子,己,丑,庚,辰,丙戌,金,平,8白,畢,心,離
20210202,庚,子,己,丑,辛,巳,戊戌,金,定,9紫,觜,胃,震
20210203,辛,丑,庚,寅,壬,午,庚戌,木,執,1白,參,角,巽
20210204,辛,丑,庚,寅,癸,未,壬戌,木,執,2黑,井,室,坎
20210205,辛,丑,庚,寅,甲,申,甲戌,水,破,3碧,鬼,星,艮
20210206,辛,丑,庚,寅,乙,酉,丙戌,水,危,4綠,柳,牛,坤
20210207,辛,丑,庚,寅,丙,戌,戊戌,土,成,5黃,星,參,乾
20210208,辛,丑,庚,寅,丁,亥,庚戌,土,收,6白,張,心,兌
20210209,辛,丑,庚,寅,戊,子,壬戌,火,開,7赤,翼,胃,離
20210210,辛,丑,庚,寅,己,丑,甲戌,火,閉,8白,軫,角,震
20210211,辛,丑,庚,寅,庚,寅,丙戌,木,建,9紫,角,室,巽
20210212,辛,丑,庚,寅,辛,卯,戊戌,木,除,1白,亢,星,坎
20210213,辛,丑,庚,寅,壬,辰,庚戌,水,滿,2黑,氐,牛,艮
20210214,辛,丑,庚,寅,癸,巳,壬戌,水,平,3碧,房,參,坤
